method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage
aqf_full,24,7,9,6,1.0,30.0,132,132,0,122.0,62.76339081510058,42,0.7142857142857143,0.7674603174603175
aqf_topk_no_threshold,24,7,9,6,1.0,30.0,132,132,0,122.0,62.76339081510058,42,0.7142857142857143,0.7674603174603175
frequency_only,24,7,9,6,1.0,30.0,129,129,0,118.5,62.64350055446958,42,0.7142857142857143,0.7924036281179138
flattened_topk,24,1,1,6,1.0,30.0,132,132,0,122.0,62.76339081510058,42,0.7142857142857143,0.7674603174603175
no_operator_awareness,24,7,9,6,1.0,30.0,264,132,132,288.0,62.76339081510058,42,0.7142857142857143,0.7674603174603175
no_pruning,35,7,12,6,1.0,41.0,187,187,0,172.5,70.62250253474086,42,0.9523809523809523,0.9523809523809523
random_topk_1,24,7,11,6,1.0,30.0,127,127,0,117.25,47.906206726416066,42,0.4523809523809524,0.5607709750566894
random_topk_2,24,6,11,6,1.0,30.0,128,128,0,117.5,49.47813715443724,42,0.5238095238095238,0.715249433106576
random_topk_3,24,7,11,6,1.0,30.0,130,130,0,120.75,46.62444030784942,42,0.38095238095238093,0.6170634920634921
random_topk_4,24,7,11,6,1.0,30.0,127,127,0,117.75,47.38764483265288,42,0.6190476190476191,0.7557823129251701
random_topk_5,24,6,11,6,1.0,30.0,121,121,0,110.0,47.435983353474114,42,0.4523809523809524,0.6683673469387755
random_topk_6,24,7,11,6,1.0,30.0,129,129,0,119.0,49.364099521947395,42,0.47619047619047616,0.6425736961451247
random_topk_7,24,6,9,6,1.0,30.0,129,129,0,118.0,52.33139693164795,42,0.5952380952380952,0.7175170068027211
random_topk_8,24,6,11,6,1.0,30.0,123,123,0,111.75,46.739825746333274,42,0.5952380952380952,0.7353174603174603
random_topk_9,24,6,10,6,1.0,30.0,131,131,0,122.75,46.87539201174704,42,0.6904761904761905,0.768140589569161
random_topk_10,24,7,10,6,1.0,30.0,129,129,0,120.5,49.316898293662526,42,0.38095238095238093,0.5556689342403628
random_topk_11,24,7,11,6,1.0,30.0,130,130,0,120.75,51.31589347103698,42,0.30952380952380953,0.4741496598639456
random_topk_12,24,7,11,6,1.0,30.0,130,130,0,120.25,47.03437783155032,42,0.5476190476190477,0.6766439909297052
random_topk_13,24,7,10,6,1.0,30.0,127,127,0,117.75,50.989890809200276,42,0.5238095238095238,0.6905895691609977
random_topk_14,24,7,10,6,1.0,30.0,136,136,0,127.5,49.69292642250869,42,0.5238095238095238,0.6674603174603175
random_topk_15,24,7,12,6,1.0,30.0,132,132,0,123.0,45.606937200619114,42,0.40476190476190477,0.6466553287981859
random_topk_16,26,7,9,4,1.0,30.0,137,137,0,127.0,52.248916671370964,42,0.5476190476190477,0.7479591836734694
random_topk_17,25,6,9,5,1.0,30.0,136,136,0,126.25,49.20346285946835,42,0.5714285714285714,0.7087301587301587
random_topk_18,24,7,11,6,1.0,30.0,127,127,0,115.25,49.18377507511731,42,0.5,0.6688775510204081
random_topk_19,24,6,10,6,1.0,30.0,125,125,0,115.5,47.33951326915711,42,0.5952380952380952,0.7956916099773242
random_topk_20,24,6,10,6,1.0,30.0,128,128,0,118.0,47.08259978140153,42,0.7142857142857143,0.8106575963718822
random_topk_21,24,7,10,6,1.0,30.0,124,124,0,112.5,50.872312193961335,42,0.47619047619047616,0.673639455782313
random_topk_22,24,6,9,6,1.0,30.0,125,125,0,115.0,50.181347464732895,42,0.6428571428571429,0.784126984126984
random_topk_23,24,5,10,6,1.0,30.0,129,129,0,119.0,44.66710918984292,42,0.3333333333333333,0.5883219954648526
random_topk_24,24,7,12,6,1.0,30.0,125,125,0,114.5,49.212662988063194,42,0.5714285714285714,0.7116213151927437
random_topk_25,24,6,10,6,1.0,30.0,127,127,0,117.25,49.33530518471316,42,0.35714285714285715,0.5869614512471655
random_topk_26,24,7,11,6,1.0,30.0,129,129,0,119.0,48.643697146387304,42,0.35714285714285715,0.576360544217687
random_topk_27,24,7,10,6,1.0,30.0,131,131,0,121.75,46.64618565752884,42,0.5476190476190477,0.6926303854875284
random_topk_28,24,6,11,6,1.0,30.0,134,134,0,124.75,49.9918513383655,42,0.5952380952380952,0.7353174603174603
random_topk_29,24,6,11,6,1.0,30.0,121,121,0,109.0,47.75728630755153,42,0.47619047619047616,0.601360544217687
random_topk_30,24,7,12,6,1.0,30.0,129,129,0,118.5,45.83693933110908,42,0.5476190476190477,0.7130952380952381
